Make,Model,Year,Style,Distance,Engine_capacity,Fuel_type,Transmission,Price
Land Rover,Freelander,2000,SUV,160254,2000,Diesel,Manual,2250
Opel,Vectra,1994,Sedan,1,200,Petrol,Manual,1100
BMW,3 Series,2004,Sedan,330000,1995,Diesel,Manual,2400
Mercedes,B Class,2019,Microvan,41000,1950,Diesel,Automatic,24600
Mercedes,E Class,2016,Sedan,50000,1950,Diesel,Automatic,29500
Skoda,Octavia,2007,Sedan,2500,1600,Petrol,Manual,5300
Vaz,2101,1974,Sedan,1,100,Petrol,Manual,550
Volkswagen,Passat,2011,Minivan,195000,2000,Diesel,Automatic,9000
Volkswagen,Transporter,1985,Microvan,158005,1900,Diesel,Manual,1700
Opel,Vectra,1991,Hatchback,231000,1600,Petrol,Manual,1500
UAZ,469,1988,SUV,40000,2000,Metan/Propan,Manual,1200
Opel,Vectra,1992,Sedan,223000,1600,Petrol,Manual,1100
Vaz,2109,1994,Hatchback,12345678,1500,Petrol,Manual,9000
Honda,CR-V,2002,Crossover,300000,2000,Metan/Propan,Manual,5200
Mercedes,190,1984,Sedan,0,2000,Metan/Propan,Manual,2000
Volkswagen,Jetta,2014,Sedan,135000,1400,Hybrid,Automatic,8900
Volkswagen,Passat,1988,Sedan,248638,1600,Metan/Propan,Manual,900
Opel,Kadett,1989,Hatchback,120000,1400,Petrol,Manual,700
Toyota,Avensis Verso,2006,Minivan,210000,2000,Diesel,Manual,2200
Ford,Edge,2016,Crossover,109000,2000,Petrol,Automatic,16900
Skoda,Octavia,2012,Hatchback,154000,1400,Petrol,Manual,7900
Volkswagen,Caddy,2002,Minivan,1111111,1900,Diesel,Manual,2300
Volkswagen,Fox,2006,Hatchback,210000,1199,Petrol,Manual,2999
Subaru,Forester,2010,Universal,111,2000,Diesel,Manual,9500
Chrysler,Voyager,2007,Minivan,180000,2000,Diesel,Manual,4000
Nissan,Micra,2008,Hatchback,90000,1400,Petrol,Manual,2500
Toyota,Avensis,2005,Hatchback,180000,2000,Petrol,Manual,3500
Opel,Astra,2009,Universal,180000,1300,Diesel,Manual,3000
Opel,Astra,2011,Universal,250000,1400,Petrol,Manual,5400
Toyota,Prius,2012,Sedan,180000,1800,Hybrid,Automatic,8000
Volkswagen,Passat,1995,Universal,188000,1600,Metan/Propan,Manual,2000
Land Rover,Range Rover Sport,2007,SUV,1200,4400,Petrol,Automatic,12500
Ford,Focus,2018,Hatchback,22000,998,Petrol,Manual,10000
BMW,5 Series,2001,Sedan,300000,2500,Diesel,Automatic,4500
Mitsubishi,Galant,1996,Sedan,320000,1800,Metan/Propan,Manual,1700
Mercedes,M Class,2014,Crossover,160000,2143,Diesel,Automatic,28900
Citroen,Berlingo,2005,Minivan,290000,1400,Metan/Propan,Manual,700
Volkswagen,Passat,1989,Universal,200000,1800,Metan/Propan,Manual,1999
Mercedes,C Class,2004,Combi,264000,2200,Diesel,Manual,3200
Hyundai,Santa FE,2015,SUV,160000,2200,Diesel,Automatic,18500
Volkswagen,Vento,1993,Sedan,63000,1800,Petrol,Manual,1800
Opel,Astra,2011,Universal,185000,1248,Diesel,Manual,6250
Mazda,323,1996,Hatchback,347000,1324,Petrol,Manual,1450
Nissan,Micra,1997,Hatchback,200000,1000,Petrol,Manual,800
Renault,Megane,2008,Universal,1111,1500,Diesel,Manual,333
Renault,Grand Scenic,2008,Minivan,1111,1500,Diesel,Manual,222
Mercedes,E Class,1992,Sedan,290000,2000,Metan/Propan,Manual,2350
KIA,Rio,2005,Universal,190533,1500,Diesel,Manual,1200
Audi,A4,2011,Sedan,152000,2000,Petrol,Automatic,10500
Honda,Accord,2014,Sedan,150,2200,Diesel,Manual,16600
BMW,7 Series,2018,Sedan,84000,3000,Diesel,Automatic,49999
Dacia,Logan,2007,Universal,260,1600,Petrol,Manual,2700
Mercedes,E Class,1994,Sedan,400000,200,Metan/Propan,Manual,4500
Mercedes,A Class,2002,Minivan,280000,1700,Diesel,Manual,1000
Renault,Kangoo,2004,Universal,350000,1500,Diesel,Manual,2700
Volkswagen,Caddy,2012,Minivan,121000,1600,Diesel,Manual,7500
Audi,Altele,2018,Sedan,30000,2500,Petrol,Automatic,33000
Nissan,Qashqai+2,2010,SUV,126,1500,Diesel,Manual,8950
GAZ,2410,1987,Sedan,73000,2500,Petrol,Manual,4500
Honda,Accord,1991,Universal,79444205,2160,Metan/Propan,Manual,1250
Renault,Megane,2009,Universal,307000,1500,Diesel,Manual,3600
Dacia,Duster,2011,Crossover,170000,1500,Diesel,Manual,8300
Volkswagen,Jetta,2002,Sedan,240000,1800,Metan/Propan,Automatic,3000
Skoda,Fabia,2009,Universal,180000,1400,Diesel,Manual,3000
Renault,Fluence,2015,Universal,260000,1500,Diesel,Manual,5200
Subaru,Impreza,2008,Hatchback,150000,1500,Petrol,Manual,3900
Mercedes,CLK Class,1998,Coupe,306000,1998,Petrol,Manual,3250
Skoda,Fabia,2016,Combi,160000,1400,Diesel,Manual,7000
Dacia,Logan,2009,Sedan,450000,1400,Metan/Propan,Manual,2300
Mercedes,Series (W124),1992,Sedan,124000,2000,Metan/Propan,Manual,2000
Volkswagen,Passat,2002,Sedan,300000,1800,Metan/Propan,Manual,3100
BMW,5 Series,1993,Sedan,0,200,Metan/Propan,Manual,2500
Opel,Insignia,2010,Sedan,79000,1800,Petrol,Manual,8300
Toyota,Rav 4,2006,Crossover,162000,2200,Diesel,Manual,8300
Toyota,Corolla,2010,Sedan,250000,1400,Diesel,Manual,6500
Volkswagen,Passat CC,2011,Sedan,131657,2000,Diesel,Automatic,11999
Toyota,Urban Cruiser,2010,Crossover,230000,1400,Diesel,Manual,6990
Mercedes,E Class,2004,Universal,400000,2700,Diesel,Manual,2500
Audi,A8,2004,Sedan,240000,4000,Diesel,Automatic,8999
Toyota,Carina,1900,Sedan,2200,1800,Petrol,Manual,1600
Audi,80,1900,Sedan,240000,1800,Petrol,Manual,1000
Renault,Megane,2004,Hatchback,150000,1600,Petrol,Manual,2000
Suzuki,Vitara,2017,SUV,37000,1600,Petrol,Automatic,14650
Mercedes,B Class,2014,Hatchback,135000,1796,Diesel,Automatic,13990
Hyundai,Creta,2017,SUV,46000,1600,Petrol,Automatic,14450
Chevrolet,Trax,2018,Crossover,33000,1800,Petrol,Automatic,13750
Hyundai,Tucson,2017,Crossover,145000,2000,Diesel,Automatic,19450
Nissan,Qashqai,2012,Crossover,94000,2000,Petrol,Automatic,11650
Ford,F-150,1988,SUV,0,3500,Petrol,Automatic,7800
Ford,Escape,2010,Crossover,258,2500,Petrol,Automatic,10200
Mercedes,C Class,2003,Universal,297852,2194,Diesel,Automatic,3750
Opel,Vectra,1995,Sedan,222384,1800,Petrol,Manual,10000
Opel,Astra,2015,Universal,250000,1600,Diesel,Manual,8600
Dacia,Logan,2006,Sedan,400000,1400,Metan/Propan,Manual,1100
BMW,X5,2018,Crossover,96000,1995,Diesel,Automatic,44500
Lexus,RX Series,2016,SUV,154800,2494,Hybrid,Automatic,39000
Toyota,Corolla,2007,Hatchback,215000,1400,Petrol,Manual,5250
Renault,Grand Scenic,2014,Minivan,140000,1500,Diesel,Manual,8700
Lincoln,Town Car,1999,Minivan,200000,4600,Petrol,Automatic,3500
BMW,3 Series,2001,Universal,247000,3000,Petrol,Manual,4899
Toyota,Land Cruiser Prado,2004,Universal,200000,3000,Diesel,Automatic,15200
Xpeng,G3,2020,SUV,0,0,Electric,Automatic,26000
Alta marca,Alt model,2020,Minivan,0,0,Electric,Automatic,17500
BMW,3 Series,1999,Sedan,32000,2000,Diesel,Manual,3000
Dacia,Logan,2005,Sedan,250000,1400,Metan/Propan,Manual,2400
Mercedes,C Class,1995,Sedan,270000,1800,Metan/Propan,Manual,3300
Opel,Zafira,2004,Microvan,350000,1600,Metan/Propan,Manual,2450
Skoda,Superb,2004,Sedan,290000,2771,Metan/Propan,Manual,4750
Dacia,Logan,2008,Sedan,320000,1500,Diesel,Manual,2700
Jaguar,X-Type,2007,Sedan,1111111,2200,Diesel,Manual,4700
Daewoo,Nexia,2006,Sedan,100,1500,Metan/Propan,Manual,700
Fiat,Marea,1999,Minivan,370000,1900,Diesel,Manual,1400
Renault,19,1993,Hatchback,253932,1400,Petrol,Manual,1990
Nissan,Qashqai,2008,SUV,223000,1500,Diesel,Manual,6300
Nissan,Qashqai,2011,SUV,160000,1500,Diesel,Manual,8250
KIA,Sportage,2018,SUV,24100,1995,Diesel,Automatic,20500
Volkswagen,Touareg,2007,SUV,290000,2500,Diesel,Automatic,9000
Renault,City K-ZE,2019,Hatchback,150,0,Electric,Automatic,13000
Audi,Q5,2013,Crossover,154572,2000,Diesel,Automatic,20990
Mercedes,Series (W124),1995,Sedan,230000,2000,Petrol,Automatic,8000
Ford,Fusion,2006,Hatchback,123456,1400,Diesel,Manual,2000
Skoda,Superb,2017,Sedan,100000,2000,Diesel,Automatic,18900
Honda,Accord,2005,Sedan,131178,2200,Diesel,Manual,6800
Mitsubishi,Space Wagon,2002,Minivan,100000,2000,Petrol,Manual,2800
Dacia,Logan,2021,Crossover,0,1000,Petrol,Manual,12470
Volkswagen,Bora,2000,Sedan,316000,1600,Petrol,Manual,4000
Skoda,Octavia,2013,Universal,181111,1798,Petrol,Automatic,10990
Opel,Astra,2006,Hatchback,0,1900,Diesel,Manual,4300
Fiat,500L,2014,Hatchback,97800,1400,Petrol,Automatic,7990
Renault,Clio,2006,Sedan,257583,1200,Metan/Propan,Manual,2300
BMW,3 Series,2009,Universal,185000,2000,Diesel,Automatic,10500
Volkswagen,Caravelle,2008,Minivan,330000,2000,Metan/Propan,Manual,10200
Mazda,MX-5,2004,Cabriolet,61000,1803,Petrol,Manual,2500
Hyundai,Veracruz,2010,SUV,230000,3000,Diesel,Automatic,9000
Smart,Fortwo,2017,Coupe,15000,0,Electric,Automatic,10900
Mercedes,B Class,2019,Universal,43000,1496,Diesel,Automatic,24600
KIA,Optima,2012,Sedan,191861,1999,Hybrid,Automatic,8200
KIA,Altele,2013,Sedan,168396,2399,Petrol,Automatic,12800
Hyundai,Tucson,2015,Crossover,101900,1699,Diesel,Automatic,13900
Hyundai,Santa FE,2014,Crossover,154000,1999,Diesel,Automatic,15600
Hyundai,Tucson,2021,Crossover,97,1999,Petrol,Automatic,28499
KIA,Niro,2017,Hatchback,134673,1599,Hybrid,Automatic,12850
Hyundai,Tucson,2016,Crossover,158807,1699,Diesel,Automatic,13570
Mercedes,E Class,2016,Sedan,50000,1950,Diesel,Automatic,29500
Hyundai,Tucson,2017,Crossover,152214,1999,Diesel,Automatic,15600
KIA,Sportage,2015,Crossover,138854,1999,Diesel,Automatic,14600
Citroen,Berlingo,2004,Minivan,111,1900,Diesel,Manual,1550
Volkswagen,Golf,2014,Hatchback,190163,1999,Diesel,Automatic,11700
GMC,Terrain,2018,Crossover,8000,1500,Petrol,Automatic,19500
Peugeot,607,2001,Sedan,2800,2200,Diesel,Manual,1500
Lifan,Breez,2008,Sedan,16000,1397,Petrol,Manual,1200
Vaz,2110,2003,Sedan,1,1600,Metan/Propan,Manual,10000
Toyota,Prius,2010,Hatchback,176000,1800,Hybrid,Automatic,8200
Mercedes,A Class,2020,Hatchback,16000,2000,Petrol,Automatic,29000
BMW,5 Series,2012,Sedan,107800,2000,Petrol,Automatic,14999
Dodge,Ram,2016,Pickup,152000,3000,Diesel,Automatic,24500
Audi,A4,2003,Sedan,300000,1800,Metan/Propan,Automatic,5000
Hyundai,Tucson,2018,Crossover,5000,1600,Petrol,Automatic,19999
Seat,Alhambra,2013,Minivan,187000,2000,Diesel,Automatic,15500
Opel,Ascona,1987,Sedan,200000,1600,Petrol,Manual,9500
Volkswagen,Touran,2007,Microvan,250000,1400,Petrol,Manual,5700
Mercedes,C Class,2012,Sedan,161000,1796,Diesel,Automatic,14500
Volkswagen,Touran,2007,Microvan,250000,1400,Petrol,Manual,5700
Mercedes,C Class,2012,Sedan,161000,1796,Diesel,Automatic,14500
Volkswagen,Touran,2015,Minivan,190000,1600,Diesel,Manual,12000
Peugeot,406,2002,Universal,777,2200,Petrol,Manual,1600
Skoda,Octavia,2008,Sedan,200000,1400,Petrol,Manual,6000
Ford,C-Max,2006,Minivan,250000,2000,Petrol,Manual,1000
Ford,Sierra,1988,Sedan,256,2000,Petrol,Manual,450
Mazda,3,2007,Hatchback,165000,1598,Petrol,Automatic,5000
Volkswagen,Passat,2007,Sedan,138000,200,Petrol,Automatic,5700
BMW,X5,2014,Crossover,205000,2000,Diesel,Automatic,29000
BMW,X6,2013,SUV,180000,300,Diesel,Automatic,30000
Skoda,Fabia,2006,Universal,360000,1200,Petrol,Manual,2500
Audi,A8,2001,Sedan,500,2500,Diesel,Automatic,3600
Audi,A4,1996,Universal,299999,1900,Diesel,Manual,3500
Vaz,2106,1988,Sedan,11111,1500,Petrol,Manual,500
Citroen,C4,2011,Hatchback,192000,1400,Petrol,Manual,3999
Toyota,Avalon,2009,Sedan,350000,3500,Petrol,Automatic,14500
Ford,Fusion,2009,Hatchback,161000,1400,Diesel,Manual,4800
Ford,Fusion,2010,Hatchback,187000,1400,Diesel,Manual,4999
Mitsubishi,Outlander,2015,SUV,163000,2000,Plug-in Hybrid,Automatic,15299
Renault,Grand Scenic,2010,Universal,171000,1500,Diesel,Manual,6350
Renault,Grand Scenic,2009,Minivan,176000,1500,Diesel,Manual,6350
Nissan,Qashqai,2015,Crossover,158000,1500,Diesel,Manual,12399
Renault,Grand Scenic,2011,Minivan,200050,1500,Diesel,Manual,6499
Renault,Grand Scenic,2012,Minivan,198000,1500,Diesel,Manual,7300
Mercedes,GLE,2016,Crossover,192000,2500,Diesel,Automatic,35900
Nissan,Qashqai,2015,Crossover,137000,1500,Diesel,Manual,12300
Infiniti,FX,2006,Crossover,280000,4500,Petrol,Automatic,19000
Nissan,Qashqai,2014,Crossover,162000,1500,Diesel,Manual,12450
Nissan,Qashqai,2012,Crossover,148000,1500,Diesel,Manual,9199
Nissan,Qashqai,2012,Crossover,124000,1500,Diesel,Manual,8799
Nissan,Qashqai,2011,Crossover,186000,1500,Diesel,Manual,9099
Skoda,Fabia,2009,Hatchback,145000,1200,Petrol,Manual,4500
Audi,A4,2006,Sedan,218700,1984,Petrol,Automatic,7500
Volkswagen,Passat,1993,Sedan,270000,1800,Petrol,Manual,1000
BMW,X5,2002,SUV,370000,3000,Diesel,Automatic,6000
Audi,A6,1995,Sedan,524000,2000,Metan/Propan,Manual,2000
Volkswagen,Caddy,2015,Minivan,158000,2000,Metan/Propan,Manual,7880
Mercedes,E Class,2013,Sedan,182000,2143,Diesel,Automatic,17900
Renault,Megane,2007,Hatchback,228900,1598,Metan/Propan,Manual,3900
Volkswagen,Golf,2014,Hatchback,98993,1599,Diesel,Automatic,10100
KIA,Sportage,2011,Crossover,148000,2000,Metan/Propan,Automatic,11500
Lancia,Delta,2008,Universal,190000,1600,Diesel,Manual,4500
Opel,Vectra,2000,Universal,250917,1800,Metan/Propan,Manual,2000
Renault,Megane,2004,Sedan,1,1400,Petrol,Manual,3500
Renault,Grand Scenic,2014,Minivan,169200,1500,Diesel,Automatic,8633
Seat,Alhambra,2003,Minivan,20,1900,Diesel,Manual,1450
Audi,A4,2009,Sedan,28000,2000,Diesel,Manual,5555
Ford,Scorpio,1991,Sedan,44455555,2000,Metan/Propan,Automatic,1500
Ford,Fusion,2003,Hatchback,216000,1398,Petrol,Manual,2600
Mercedes,E Class,2008,Sedan,234700,1800,Petrol,Automatic,10300
Dacia,Sandero,2010,Hatchback,99200,1200,Petrol,Manual,4499
Vaz,2106,1990,Sedan,425000,1300,Metan/Propan,Manual,550
Nissan,NV200,2010,Minivan,180000,1500,Diesel,Manual,6800
Lexus,IS Series,2007,Sedan,280000,2200,Diesel,Manual,8500
KIA,Sorento,2005,SUV,290000,2500,Diesel,Manual,5850
Toyota,Prius,2008,Universal,194000,1500,Plug-in Hybrid,Automatic,6050
BMW,3 Series,2004,Sedan,277000,1995,Diesel,Automatic,3300
BMW,X3,2007,SUV,178600,300,Metan/Propan,Automatic,8500
Volkswagen,Touran,2008,Microvan,211000,1400,Petrol,Manual,5700
Mercedes,E Class,2011,Sedan,108000,200,Petrol,Automatic,13000
Ford,Escort,1991,Sedan,15588,1300,Petrol,Manual,8000
Vaz,2101,1974,Sedan,51780,1300,Petrol,Manual,11000
Mercedes,CLA,2017,Sedan,63000,1600,Petrol,Automatic,16900
Toyota,Corolla Verso,2006,Crossover,295000,1800,Metan/Propan,Automatic,5800
Dacia,Logan,2009,Minivan,160123,1600,Metan/Propan,Manual,5500
Toyota,Corolla Verso,2006,Crossover,295000,1800,Metan/Propan,Automatic,5800
Dacia,Logan,2009,Minivan,160123,1600,Metan/Propan,Manual,5500
Mercedes,E Class,1994,Sedan,265000,2500,Diesel,Manual,4999
Honda,CR-V,2013,SUV,205000,1597,Diesel,Manual,13600
Toyota,Corolla,2006,Universal,275000,1400,Diesel,Manual,5300
Mercedes,E Class,1997,Sedan,300000,2000,Petrol,Manual,5400
Hyundai,Santa FE,2011,SUV,1,2200,Diesel,Manual,13611
Skoda,Fabia,2009,Hatchback,225000,1900,Diesel,Manual,5199
Dacia,Altele,1996,Combi,16000,1400,Petrol,Manual,400
Audi,80,1991,Sedan,271000,1800,Petrol,Manual,1500
Dodge,Caravan,1994,Minivan,222556,2400,Petrol,Manual,1800
Nissan,Qashqai+2,2009,SUV,172004,1500,Diesel,Manual,7199
Volvo,XC90,2017,SUV,77000,1997,Plug-in Hybrid,Automatic,49500
Volkswagen,Golf,2015,Hatchback,152000,1400,Petrol,Automatic,11999
Fiat,Punto,2001,Hatchback,351370,1100,Petrol,Manual,13500
BMW,1 Series,2004,Universal,160000,1995,Petrol,Automatic,5500
Opel,Kadett,1989,Hatchback,0,1700,Diesel,Manual,15000
Daewoo,Kalos,2003,Universal,162079,1200,Petrol,Manual,1700
Renault,Scenic,2011,Hatchback,190533,1500,Diesel,Manual,3700
Mercedes,E Class,1994,Sedan,340000,1800,Metan/Propan,Manual,2900
Honda,Civic,2008,Sedan,203000,1300,Hybrid,Automatic,6100
Skoda,Octavia,2009,Universal,168000,1390,Petrol,Automatic,6800
Toyota,Urban Cruiser,2009,SUV,155000,1389,Diesel,Manual,8000
Mercedes,C Class,2009,Sedan,190000,1800,Petrol,Automatic,9000
Audi,A6,2012,Universal,300000,2000,Diesel,Automatic,15800
Nissan,Sunny,1995,Universal,390000,1600,Petrol,Manual,800
Mercedes,E Class,1999,Sedan,444444,2900,Diesel,Manual,1500
Volkswagen,Transporter,1994,Minivan,333333,1900,Diesel,Manual,2500
Mercedes,E Class,1994,Sedan,340000,1800,Metan/Propan,Manual,2800
Volkswagen,Vento,1993,Hatchback,0,1800,Petrol,Manual,2150
Land Rover,Discovery,2008,SUV,155600,2700,Diesel,Automatic,15000
Hyundai,i20,2014,Sedan,122400,1600,Petrol,Automatic,7000
BMW,5 Series,2015,Sedan,123000,2500,Diesel,Automatic,22800
Volkswagen,Golf,2002,Sedan,200000,1896,Diesel,Manual,4999
BMW,5 Series,2017,Sedan,123000,2500,Diesel,Automatic,22800
Opel,Zafira,2006,Minivan,350000,1800,Petrol,Manual,3700
Seat,Cordoba,2005,Sedan,187000,1600,Petrol,Manual,2200
Honda,HR-V,2004,Crossover,150000,1600,Petrol,Manual,3500
KIA,Ceed Sw,2021,Universal,0,1600,Petrol,Automatic,18300
Volkswagen,Golf,2000,Hatchback,200000,1600,Petrol,Manual,3000
Toyota,Prius,2009,Hatchback,189000,1800,Hybrid,Automatic,8200
Skoda,Octavia,2006,Sedan,273000,1900,Diesel,Automatic,6000
Nissan,Juke,2013,Crossover,145000,1600,Petrol,Manual,8000
Mercedes,E Class,2008,Universal,201259,300,Diesel,Automatic,5200
Citroen,Berlingo,2000,Minivan,289000,1800,Petrol,Manual,2700
Skoda,Fabia,2013,Sedan,170000,1200,Petrol,Automatic,6000
Mercedes,C Class,2005,Universal,280000,1800,Petrol,Automatic,5200
Opel,Vectra,2001,Universal,300000,2000,Diesel,Manual,2000
Lexus,RX Series,2018,SUV,40000,3500,Petrol,Automatic,27000
Nissan,Micra,2006,Hatchback,45000,1400,Petrol,Automatic,4600
Toyota,Hilux,2014,Pickup,47200,2400,Diesel,Manual,19600
Honda,Accord,2002,Hatchback,288000,1800,Petrol,Manual,3500
KIA,Rio,2003,Universal,280667,1500,Metan/Propan,Manual,2000
Mitsubishi,Space Star,2001,Universal,210000,1900,Diesel,Manual,1100
Mercedes,B Class,2019,Minivan,41000,1460,Diesel,Automatic,24600
Mercedes,E Class,2008,Sedan,352000,1800,Metan/Propan,Automatic,7200
BMW,X5,2007,SUV,190000,3000,Petrol,Automatic,13000
BMW,X3,2008,SUV,240000,2000,Diesel,Automatic,9000
Toyota,Auris,2007,Hatchback,146000,1600,Petrol,Automatic,6800
Ford,Sierra,1985,Universal,150000,2000,Metan/Propan,Manual,1000
Audi,A4,2006,Universal,206000,2000,Diesel,Manual,4000
Audi,A4,1995,Sedan,1,1600,Metan/Propan,Manual,2500
Rover,75,2003,Sedan,124252,2000,Diesel,Automatic,950
Volkswagen,Golf,1995,Universal,220495,1893,Diesel,Manual,2500
Ford,Maverick,2005,Crossover,12345,2000,Metan/Propan,Manual,3000
Honda,CR-V,2002,Crossover,245000,2000,Petrol,Manual,5111
Hyundai,Santa FE,2014,Crossover,140000,2200,Diesel,Automatic,18000
Jeep,Grand Cherokee,2008,SUV,140000,3000,Diesel,Automatic,7000
Volkswagen,Passat,2009,Universal,220000,1400,Metan/Propan,Automatic,6350
Mercedes,E Class,2006,Sedan,340000,1800,Metan/Propan,Automatic,7900
Skoda,Octavia,2014,Sedan,122000,1800,Petrol,Manual,12500
Chrysler,Stratus,1996,Sedan,300000,1999,Petrol,Manual,1900
Opel,Zafira,2018,Universal,198000,1400,Metan/Propan,Manual,11600
Toyota,Avensis,2007,Sedan,255000,1800,Petrol,Manual,6000
Land Rover,Discovery,2005,SUV,270000,2700,Diesel,Automatic,5000
BMW,5 Series,2014,Sedan,1,2000,Petrol,Automatic,18850
Skoda,Rapid,2014,Sedan,153,1200,Petrol,Manual,5900
Skoda,Fabia,2012,Combi,250000,1200,Diesel,Manual,4500
Skoda,Rapid,2014,Sedan,153000,1200,Petrol,Manual,5950
Honda,Accord,1993,Sedan,9999999,2000,Metan/Propan,Manual,1900
Citroen,Berlingo,2006,Universal,277000,1400,Petrol,Manual,3300
Hyundai,Creta,2017,Crossover,45000,1600,Petrol,Automatic,14450
Land Rover,Discovery Sport,2016,SUV,182000,2000,Diesel,Automatic,21900
Suzuki,Vitara,2017,Crossover,37000,1600,Petrol,Automatic,14650
Chevrolet,Trax,2018,SUV,33000,1800,Petrol,Automatic,13750
Smart,Fortwo,2017,Coupe,15000,100,Electric,Automatic,10900
Toyota,Avensis,2015,Universal,200000,1600,Diesel,Manual,13000
Mercedes,E Class,2016,Sedan,50000,1950,Diesel,Automatic,29500
Mercedes,B Class,2019,Microvan,41000,1460,Diesel,Automatic,24600
Honda,Accord,1993,Sedan,270190,1997,Petrol,Manual,850
KIA,Pride,2000,Minivan,175000,1400,Petrol,Manual,1100
Vaz,2107,2009,Sedan,83000,1600,Petrol,Manual,18500
Volkswagen,Touran,2005,Minivan,60683299,2000,Diesel,Manual,2500
Mazda,MPV,2004,Minivan,314000,2000,Diesel,Manual,3200
Renault,Grand Scenic,2004,Hatchback,3500,1600,Diesel,Manual,3300
Volvo,XC60,2011,Crossover,205000,2400,Diesel,Automatic,15400
Renault,Megane,2010,Sedan,3130000,1500,Diesel,Manual,4200
Toyota,Yaris,2015,Hatchback,67000,1300,Petrol,Automatic,9450
Opel,Astra,1993,Universal,1,1600,Metan/Propan,Manual,950
Land Rover,Range Rover Sport,2012,SUV,175000,3000,Diesel,Automatic,28000
Vaz,2109,1993,Hatchback,20045,1500,Petrol,Manual,1250
Ford,Focus,2000,Minivan,1111111,1800,Diesel,Manual,1300
Volkswagen,Jetta,2013,Sedan,202000,1400,Hybrid,Automatic,8500
Opel,Vectra,1997,Minivan,130000,1800,Metan/Propan,Manual,1500
Audi,Q5,2016,Crossover,74000,2000,Petrol,Automatic,18900
Audi,Q5,2017,Crossover,58000,2000,Petrol,Automatic,21300
Mercedes,S Class,2017,Sedan,48154,2925,Diesel,Automatic,71500
Mitsubishi,Lancer,2009,Sedan,200000,1600,Petrol,Manual,4600
Volkswagen,Passat,2003,Universal,3060000,100,Diesel,Manual,2100
Renault,Megane,2011,Universal,173000,1496,Diesel,Manual,5599
Skoda,Octavia,2012,Universal,220,1200,Petrol,Manual,5850
Mercedes,E Class,2010,Sedan,320,2200,Diesel,Automatic,11999
GAZ,31029,1993,Sedan,83000,2445,Metan/Propan,Manual,650
BMW,X5,2002,Sedan,232000,3000,Metan/Propan,Automatic,9500
GAZ,2410,1979,Cabriolet,150000,2400,Metan/Propan,Manual,7500
Smart,Fortwo,2017,Coupe,15000,0,Electric,Automatic,10900
Toyota,Avensis,2006,Combi,278000,200,Diesel,Manual,5899
Mercedes,B Class,2019,Universal,43000,1950,Diesel,Automatic,24600
Fiat,Punto,2004,Hatchback,2500,1200,Petrol,Manual,1200
Mercedes,E Class,2016,Sedan,50000,1950,Diesel,Automatic,29500
BMW,5 Series,2015,Sedan,130081,1995,Diesel,Automatic,24900
Audi,A4,2018,Sedan,41000,2000,Petrol,Automatic,23000
Chevrolet,Trax,2018,Crossover,33000,1800,Diesel,Automatic,13750
Rover,45,2003,Sedan,260000,1600,Metan/Propan,Manual,2550
Lexus,LX Series,2008,SUV,280,5700,Petrol,Automatic,27000
Nissan,Maxima,1998,Sedan,438000,1995,Metan/Propan,Manual,2500
BMW,5 Series,2003,Sedan,333333,3000,Diesel,Automatic,2500
Mercedes,GLK Class,2015,Crossover,223000,2146,Diesel,Automatic,22000
Peugeot,207,2007,Coupe,300000,1400,Diesel,Manual,2300
Hyundai,ix35,2011,Crossover,132000,2000,Petrol,Manual,10500
Volkswagen,Tiguan,2009,Crossover,210000,1400,Petrol,Manual,8000
Seat,Ibiza,2011,Universal,180000,1200,Diesel,Manual,5300
Renault,Megane,2008,Sedan,33333,1500,Diesel,Manual,2000
Opel,Astra,1993,Universal,1,1600,Metan/Propan,Manual,950
Renault,Grand Scenic,2011,Universal,203000,1500,Diesel,Manual,6500
Renault,Scenic,2008,Universal,1111,1500,Diesel,Manual,2000
Renault,Grand Scenic,2005,Universal,220000,1500,Diesel,Manual,3680
Peugeot,2008,2015,Crossover,62000,1200,Petrol,Manual,8900
Lexus,CT Series,2011,Hatchback,100000,1800,Hybrid,Automatic,9000
Mitsubishi,Outlander,2015,Crossover,180000,2000,Plug-in Hybrid,Automatic,13900
Mitsubishi,Outlander,2015,Crossover,180000,2000,Plug-in Hybrid,Automatic,13900
Toyota,Corolla,2006,Universal,183000,1400,Diesel,Manual,5990
Honda,CR-V,2011,Crossover,185,2200,Diesel,Automatic,7499
Renault,Megane,2009,Hatchback,2605459,1500,Diesel,Manual,2700
Vaz,Oka,2001,Hatchback,40000,750,Petrol,Manual,750
Renault,Talisman,2016,Universal,180000,1500,Diesel,Automatic,13200
Opel,Vectra,1993,Sedan,123456,1600,Petrol,Manual,500
Saab,3-Sep,2006,Sedan,195109,1910,Diesel,Automatic,1999
Toyota,Corolla,2005,Hatchback,250000,1400,Petrol,Manual,4150
Peugeot,206,2000,Hatchback,246850,1124,Petrol,Manual,1800
Opel,Corsa,2005,Hatchback,68762444,1300,Diesel,Manual,2850
KIA,Carnival,2017,Minivan,98000,2199,Diesel,Automatic,18599
KIA,Carnival,2016,Minivan,131000,2199,Diesel,Automatic,17599
Hyundai,Santa FE,2019,SUV,57000,1995,Diesel,Automatic,25499
Hyundai,Santa FE,2014,SUV,160000,2199,Diesel,Automatic,16799
